CHARACTER_ID,RACE,BACKGROUND,PRIMARY_CLASS,SUBCLASS,CHAR_LEVEL,FEATS,HITPOINTS,ARMOUR_CLASS,STRENGTH,DEXTERITY,CONSTITUTION,INTELLIGENCE,WISDOM,CHARISMA,ALIGNMENT,SKILLS,WEAPONS,SPELLS
c3db91,High Elf,Outlander,Barbarian,,1,,14,15,15,16,14,11,13,12,Neutral,Athletics|Nature|Animal Handling|Perception|Survival,Glaive|Handaxe|Javelin,Burning Bolt*0
0c6045,Dragonborn,Soldier,Fighter,,1,,12,16,17,10,14,12,9,14,,Athletics|Acrobatics|Perception|Intimidation,Greatsword|Pike|Handaxe,
bd3064,Kenku/half elf,Far Traveler,Warlock,The Undying,1,,5,14,14,16,10,16,15,13,,Acrobatics|Stealth|Arcana|Investigation|Insight|Perception,Noxious Staff|Ascension Crossbow|Dagger,Spare the Dying*0
9fc942,Tiefling,Entertainer,Bard,,1,,9,13,10,15,12,10,10,17,,Acrobatics|Insight|Deception|Performance|Persuasion,Rapier|Dagger,
2b3fcb,Human,Criminal,Sorcerer,Shadow Magic,1,,7,14,11,18,13,16,15,18,Neutral Evil,Stealth|Deception|Intimidation|Persuasion,Spear|Dagger,
864f34,Dragonborn,Mercenary Veteran,Fighter,,1,,14,16,18,16,18,13,15,13,,Athletics|Survival|Intimidation|Persuasion,"Crossbow, light",
788f1e,Turtle,Folk Hero,Ranger,,1,,11,16,17,14,13,10,13,8,,Athletics|Stealth|Nature|Animal Handling|Survival,Shortsword|Longbow,
64508c,Tiefling,Criminal,Rogue,,1,,8,14,8,16,10,16,12,13,chaotic neutral,Sleight of Hand|Stealth|Insight|Perception|Deception|Persuasion,Shortsword|Shortbow|Dagger,
4703f1,Firbolg,Hermit,Druid,,1,,10,15,9,14,14,12,17,8,,Religion|Insight|Medicine|Perception,Scimitar,Guidance*0|P Spray. *0|Cure Wounds*1|Healing Word*1
e45f83,Scourge Aasimar,Mercenary Veteran,Cleric,Death Domain,1,,8,17,16,13,11,11,16,11,,Athletics|Religion|Insight|Persuasion,Warhammer,Chill Touch*0|False Life*1|Ray of Sickness*1
80ecbd,Half-Elf,Charlatan,Ranger,,1,,12,15,12,18,14,10,15,18,,Sleight of Hand|Stealth|Nature|Animal Handling|Survival|Deception|Persuasion,Shortsword|Longbow,
025f38,Tiefling,Charlatan,Warlock,The Archfey,1,,11,12,8,13,17,12,10,19,,Sleight of Hand|Arcana|Deception|Intimidation,Dagger,
2274fe,Lightfoot Halfling,Charlatan,Bard,,1,,10,15,15,18,14,10,15,19,,Sleight of Hand|Stealth|Deception|Performance|Persuasion,Rapier|Dagger,
3e18d6,Human,Clan Crafter,Fighter,,1,,10,15,18,15,10,17,8,12,,History|Insight|Perception|Intimidation,"Longbow|Crossbow, hand|Handaxe",
e17b29,Dark Elf,Criminal,Sorcerer,Shadow Magic,1,,9,12,15,14,18,15,15,19,,Stealth|Arcana|Perception|Deception|Intimidation,Quarterstaff|Dagger,
de07d4,Human,Urban Bounty Hunter,Ranger,,1,,10,14,17,17,10,13,13,18,,Athletics|Stealth|Survival|Deception|Persuasion,Shortsword|Longbow,
514cf9,Orc,Acolyte,Fighter,,1,,11,16,20,18,13,10,9,16,,Religion|Insight|Perception|Survival|Intimidation,"Greataxe|Maul|Crossbow, light",
476dc7,Kobold,Soldier,Fighter,,1,,12,18,8,17,15,14,8,8,,Athletics|Acrobatics|Perception|Intimidation,"Battleaxe|Crossbow, light",
b16052,Dark Elf,Urchin,Rogue,,1,,8,14,13,17,12,14,10,16,,Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Persuasion,Rapier|Shortbow|Dagger,
c423x83,Human,Charlatan,Rogue,,1,,8,14,12,17,11,12,15,17,,Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception,Rapier|Shortbow|Dagger,
98b130,Human,Soldier,Fighter,,1,Sentinel,13,16,19,17,16,8,10,12,,Athletics|Acrobatics|Perception|Survival|Intimidation,"Crossbow, light",
dd91ca,Human,Criminal,Rogue,,1,Dungeon Delver,9,15,17,18,13,10,8,10,,Athletics|Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Intimidation,Rapier|Shortbow|Dagger,
4994c4,High Elf,Haunted One,Wizard,,1,,7,14,7,18,13,19,17,11,,Arcana|History|Investigation|Insight|Perception,Dagger,
e81f30,Wood Elf,Urban Bounty Hunter,Ranger,,1,,11,15,16,19,12,13,14,13,,Athletics|Stealth|Investigation|Insight|Perception|Survival,Shortsword|Longbow,
1441ba,Human,Sailor,Cleric,Tempest Domain,1,Healer,11,18,16,14,16,14,19,10,,Athletics|Insight|Medicine|Perception|Persuasion,"Mace|Crossbow, light",Fog Cloud*1|Thunderwave*1
69d201,Human,Sailor,Warlock,The Hexblade,1,Magic Initiate,9,13,8,14,14,10,12,16,,Athletics|Perception|Deception|Intimidation|Persuasion,Dagger,
c77ccxd90,Tiefling,Haunted One,Warlock,The Great Old One,1,,10,12,8,13,14,13,10,17,,Investigation|Survival|Deception|Intimidation,Quarterstaff|Sickle|Dagger|Chill Touch|Eldritch Blast|Witch Bolt,Eldritch Blast*0|Chill Touch*0|Charm Person*1|Witch Bolt*1
dd6ad9,Wood Elf,Criminal,Rogue,,1,,10,15,12,20,15,15,12,13,,Athletics|Acrobatics|Stealth|Investigation|Perception|Deception|Persuasion,Rapier|Shortbow|Dagger,
5adfa6,Earth Genasi,Haunted One,Fighter,,1,,13,18,16,10,16,13,10,10,Chaotic Good,Athletics|History|Investigation|Religion,Battleaxe|Handaxe,
8d74fadzxda,Ghastly Halfling,Outlander,Druid,,1,,7,13,8,10,8,8,9,8,,Athletics|Arcana|Perception|Survival,Scimitar,
5fe6dd,Ghostwise Halfling,Outlander,Druid,,1,,10,16,9,16,14,13,14,6,,Athletics|Arcana|Perception|Survival,Scimitar,
e8acde,Aarakocra,Sailor,Monk,,1,,9,15,11,16,12,10,14,10,Neutral good,Athletics|Acrobatics|Stealth|Perception,Dart|Unarmed strike|Quarterstaff,
1f12fc,Human,Far Traveler,Cleric,Nature Domain,1,War Caster,11,18,13,13,16,11,18,10,Lawful Good,History|Religion|Animal Handling|Insight|Perception|Survival,Mace|Spear,Animal Friendship*1|Bane (Con)*1|Bless (Con)*1|Ceremony (Ritual)*1|Command*1|Create Or Destroy Water*1|Cure Wounds*1|Detect Evil and Good (Con)*1|Detect Magic (Con) (Ritual)*1|Detect Poison and Disease (Con) (Ritual)*1|Guiding Bolt*1|Healing Word*1|Inflict Wounds*1|Protection from Evil and Good (Con)*1|Purify Food and Drink (Con) (Ritual)*1|Sanctuary*1|Shield of Faith (Con)*1|Speak with Animals (Ritual)*1
aa48f5,Human,Criminal,Rogue,,1,,9,14,15,17,13,13,14,19,Neutral Evil,Acrobatics|Stealth|Insight|Deception|Intimidation|Persuasion,Shortsword|Shortbow|Dagger,
8e0952,High Elf,Noble,Rogue,,1,,8,13,8,17,10,15,12,13,Lawful Good,Sleight of Hand|Stealth|History|Investigation|Insight|Perception|Persuasion,Rapier|Shortbow|Dagger,Mage Hand*0
c77dcc90,High Elf,Haunted One,Wizard,,1,,8,13,9,16,14,16,10,9,,History|Investigation|Insight|Perception|Survival,Quarterstaff|Magic Missle|Fire Bolt,Mage Hand*0|Minor Illusion*0|Firebolt*0|Prestidigitation*0|Magic Missle*1|Thunderwave*1|Find Familiar*1|Mage Armor*1|Shield*1|Fog Clod*1
634259,Tiefling,Urban Bounty Hunter,Rogue,,1,,8,12,13,13,11,14,13,14,,Sleight of Hand|Stealth|Deception|Persuasion,Rapier|Shortbow|Dagger,
9212f6,Human,Custom,Fighter,,1,,11,16,14,13,13,13,12,15,,Athletics|Insight|Perception|Persuasion,Scimitar|Handaxe,
530e8b,Lightfoot Halfling,Folk Hero,Monk,,1,,9,13,14,15,13,11,12,12,,Athletics|Acrobatics|Animal Handling|Survival,Quarterstaff|Dart|Unarmed strike,
dca8da,Hill Giant,Haunted One,Barbarian,,1,,13,12,13,12,12,13,14,13,,Athletics|Investigation|Perception|Survival|Intimidation,"Glaive|Crossbow, light|Javelin",
97fcf8,Human,Soldier,Fighter,,1,,12,18,16,15,14,13,11,9,,Athletics|Acrobatics|Survival|Intimidation,"Battleaxe|Crossbow, light",
479c0b,Human,Urchin,Rogue,,1,Dungeon Delver,9,14,8,16,8,12,13,17,Lawful Neutral,Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Deception|Persuasion,Rapier|Shortbow|Dagger,
69be20,Half-Elf,City Watch,Sorcerer,Draconic Bloodline,1,,10,16,8,16,16,13,12,18,,Athletics|Arcana|History|Insight|Perception|Persuasion,"Crossbow, light|Dagger",
54041d,Dragonborn,Haunted One,Fighter,,1,,21,16,20,15,15,9,9,12,,Athletics|Acrobatics|Investigation|Survival,"Greatsword|Crossbow, light|Handaxe",
6eb863,Protector Aasimar,Hermit,Sorcerer,Divine Soul,1,,26,15,8,14,14,10,14,18,Neutral Good,Religion|Insight|Medicine|Persuasion,"Crossbow, light|Dagger",Light*0|Firebolt*0|Shocking Grasp*0|Guidance*0|Spare The Dying*0|Toll The Dead*0|Cure Wounds (Always Prep)*1|Guiding Bolt*1|Healing Word*1|Shield*1|Mage Armor*1|Scorching Ray*2
27eff4,Turtle,Acolyte,Barbarian,,1,,11,9,10,8,8,8,9,8,,Nature|Religion|Insight|Perception|Survival,Greataxe|Handaxe|Javelin,
debcb3,Wood Elf,Far Traveler,Ranger,,1,,9,16,12,20,9,14,11,17,,Stealth|Nature|Insight|Perception|Survival,Shortsword|Longbow,
af15cd,Half-Elf,Urchin,Bard,,1,,11,14,8,16,16,8,8,17,,Acrobatics|Sleight of Hand|Stealth|History|Medicine|Survival|Performance,Rapier|Dagger,
e32770,Aarakocra,Hermit,Monk,,1,,9,16,13,18,13,11,15,10,,Acrobatics|Stealth|Religion|Medicine,Shortsword|Dart|Unarmed strike,
d5c9b6,Half-Orc,Outlander,Barbarian,,1,,15,13,19,10,17,10,10,11,,Athletics|Nature|Animal Handling|Survival|Intimidation,Longsword|Handaxe|Javelin,
4c5ed6,Wood Elf,Sage,Cleric,Life Domain,1,,10,18,10,15,14,10,17,10,,Arcana|History|Insight|Medicine|Perception,"Mace|Crossbow, light|Sacred Flame",Sacred Flame*0|Thaumaturgy*0|Light*0|Bless*1|Cure Wounds*1|Healing Word*1|Guiding Bolt*1|Inflict Wounds*1
05e566,Dragonborn,Charlatan,Sorcerer,Draconic Bloodline,1,,11,14,15,13,18,13,11,14,CN,Sleight of Hand|Arcana|Deception|Persuasion,Quarterstaff|Dagger,
07cd10,Half-Elf,Acolyte,Paladin,,1,,11,18,16,10,13,8,12,16,,Athletics|Investigation|Religion|Insight|Persuasion,Longsword|Light hammer,
ddbb40,Dragonborn,Haunted One,Warlock,The Hexblade,1,,8,11,15,10,10,14,15,11,,Arcana|Investigation|Deception|Intimidation,"Crossbow, light|Dagger",
7801cd,Half-Orc,Outlander,Barbarian,,1,,14,13,18,13,15,12,12,13,,Athletics|Nature|Perception|Survival|Intimidation,Greataxe|Handaxe|Javelin,
850d99,Half-Elf,Entertainer,Warlock|Bard,The Hexblade|College of Swords,20,Elven Accuracy|Resilient|Lucky,163,13,8,14,16,12,12,20,,Acrobatics|Investigation|Perception|Deception|Performance|Persuasion,"Crossbow, light|Crossbow, light|Dagger",
40ca29,Sea Elf,Sailor,Ranger|Rogue,Gloom Stalker|Scout,20,Skulker|Elven Accuracy|Observant|Sharpshooter|Alert,131,15,12,18,12,10,16,8,,Athletics|Acrobatics|Stealth|Nature|Animal Handling|Perception|Survival,Longbow|Rapier,Disguise Self*1|Rope Trick*2
076d34,Firbolg,Outlander,Barbarian|Druid,Path of the Totem Warrior|Circle of the Moon,20,Lucky,235,24,18,16,20,12,20,12,,Athletics|Nature|Perception|Survival,Maul|Quarterstaff|Javelin,
7b2273,Goliath,Outlander,Fighter|Barbarian,Champion|Path of the Totem Warrior,20,Dual Wielder|Mobile|Tough,247,24,20,13,18,10,10,10,,Athletics|Perception|Survival|Intimidation,"Longsword|Crossbow, light",
08-Dec-07,Dragonborn,Outlander,Fighter|Warlock,Champion|The Hexblade,20,Great Weapon Master|Lucky,155,16,20,10,15,8,12,20,,Athletics|Perception|Survival|Intimidation,"Greatsword Pact|Crossbow, light",Chill Touch*0|Eldritch Blast *0|Mage Hand*0|Hex*1|Shield*1|Hellish Rebuke*1|Darkness*2|Spider Climb*2|Fly*3
93c17c,Half-Elf,Urchin,Rogue|Cleric|Bard,|Knowledge Domain|College of Lore,20,Skilled|Prodigy|Alert,200,15,12,18,14,15,15,18,,Athletics|Acrobatics|Sleight of Hand|Stealth|Arcana|History|Investigation|Nature|Religion|Animal Handling|Insight|Medicine|Perception|Survival|Deception|Intimidation|Performance|Persuasion,Rapier|Shortbow|Dagger,Command*1|Identify*1
78ea59,Tabaxi,Hermit,Artificer|Rogue,Alchemist|Thief,20,,167,15,16,16,14,13,13,15,,Stealth|Nature|Religion|Medicine|Perception|Deception|Persuasion,"Handaxe|Spear|Crossbow, light",Identify (Ritual)*1|Detect Magic (Ritual)*1
a84ca6,Human,Faction Agent,Rogue|Cleric|Ranger,Assassin|Grave Domain|Monster Slayer,20,Crossbow Expert|Sharpshooter|Resilient|Skulker|Observant,222,19,14,18,20,14,20,11,,Athletics|Acrobatics|Stealth|Investigation|Nature|Insight|Perception|Persuasion,"Rapier|Dagger|Crossbow, heavy|Crossbow, hand",Spare the Dying*0|Light*0|Bane*1|False Life*1|Protection from Evil and Good*1|Zone of Truth*2|Gentle Repose*2|Ray of Enfeeblement*2|Magic Circle*3
1fdc2b,Variant,Entertainer,Bard|Fighter|Rogue,College of Lore|Arcane Archer|,20,Elven Accuracy|Sharpshooter|Observant|Actor,214,16,14,20,14,17,16,21,,Acrobatics|Sleight of Hand|Stealth|Arcana|History|Nature|Perception|Deception|Performance|Persuasion,Rapier|Dagger|Longbow,
24baea,Half-Elf,Urchin,Warlock|Sorcerer,The Celestial|Divine Soul,20,Alert|Observant|Lucky,88,16,8,17,10,10,15,18,Chaotic Good,Acrobatics|Sleight of Hand|Stealth|Survival|Deception|Intimidation,Quarterstaff|Light hammer|Dagger,Light*0|Sacred Flame*0|Eldritch Blast*0|Mage Hand*0|Cure Wounds*1|Hellish Rebuke*1|Armor of Agathys*1
ade100,Human,Bounty Hunter,Monk|Rogue,Way of the Kensei|Scout,20,Alert|Observant,103,18,8,19,10,10,19,14,Chaotic Neutral,Acrobatics|Stealth|Nature|Religion|Insight|Perception|Survival|Persuasion,Karambit|Dart|Unarmed strike,
5528xfb,Human,Criminal,Fighter|Cleric,Battle Master|Forge Domain,16,Crossbow Expert|Sharpshooter|Resilient|Lucky,160,17,9,20,18,11,14,12,lawful neutral,Stealth|Insight|Perception|Intimidation|Persuasion,"Longbow|Crossbow, hand|Dagger|Sling|Net",Resistance*0|Thaumaturgy*0|Mending*0|Identify*1|Searing Smite*1|Bless*1|Healing Word*1|Heat Metal*2|Magic Weapon*2
5bb250,Wood Elf,Outlander,Monk|Druid,Way of the Kensei|Circle of the Moon,15,,107,17,8,19,13,13,17,11,n,Athletics|Stealth|Nature|Perception|Survival,Sahuagin Claw Gauntlet |Scoped Longbow|Fling Druid Staff |Katana |Blowgun,Druidcraft*0|Guidance*0|Mending*0|Poison Spray*0|Produce Flame*0|Resistance*0|Shillelagh*0|Thunder Clap*0|Thorn Whip*0|Resistance *0|Mold Earth*0|Magic Stone*0|Gust*0|Froatbite*0|Goodberry*1|Cure Wounds*1|Ice Knife*1|Thunderwave*1|Entangled*1|Healing Word*1
8de568,Human,Criminal,Paladin|Bard|Warlock,Oath of Redemption|College of Lore|The Great Old One,15,Heavy Armor Master|Prodigy|Shield Master,122,16,18,12,14,8,13,18,,Athletics|Acrobatics|Stealth|Insight|Perception|Survival|Deception|Intimidation|Performance|Persuasion,Longsword|Javelin,Sanctuary*1|Sleep*1|Calm Emotions*2|Hold Person*2
ac676d,Kishi,Politician,Bard|Fighter,College of Whispers|,15,War Caster|Observant,124,19,10,18,16,12,14,20,Neutral Evil,Acrobatics|Sleight of Hand|Insight|Perception|Deception|Performance|Persuasion,"Rapier|Dagger|Crossbow, hand",Glibness/3day*0|Detect Evil/Good*0|Detect Magic*0|Suggestion*0|Dominate/1 Day*0|Vicious Mockery*0|Minor Illusion*0|Mage Hand*0|Presdigitation *0|Animal Friendship*1|Comprehend Languages*1|Disguise Self/at will*1|Dissonant Whispers*1|Puppet*1|Unearthly Chorus*1|Illusionary Script*1|Animal Messenger*2|Detect Thoughts*2|Pyrotechnics*2|Heat Metal*2|Skywrite *2|Leomunds Tiny Hut*3|Dimension Door *4|Greater Invisibility*4|Animate Objects*5|Awaken*5|Bigbys Hand*5|Modify Memory*5|Transportation Circle*5|Eyebite*6|Forcecage *7|Mordenkanenes Magnificent Mansion*7
e86620,Half-Orc,Outlander,Paladin|Barbarian,Oath of Ancients|Path of the Ancestral Guardian,15,,204,19,19,9,18,12,9,14,,Athletics|Insight|Survival|Intimidation,Warhammer|Javelin,Ensnaring Strike*1|Speak with Animals*1|Moonbeam*2|Misty Step*2|Plant Growth*3|Protection from Energy*3
658f79,Half-Orc,Criminal,Rogue|Wizard,Assassin|School of Enchantment,15,Dual Wielder|Keen Mind,103,16,13,18,15,16,10,12,Neutral Evil,Athletics|Acrobatics|Stealth|Perception|Deception|Intimidation|Persuasion,"Rapier|Shortbow|Dagger|Crossbow, hand",Mage Hand*0|Minor Illusion*0|Ray Of Frost*0|Presidigitation*0|Charm Person*1|Disguise Self*1|Colour Spray*1|Longstrider*1|Hold Person*2|Spider Climb*2|Cloak Of Daggers*2|Dispel Magic*3|Feign Death*3|Nondetection*3
f64631,Human,Noble,Cleric|Wizard,Light Domain|School of Divination,14,Lucky,102,18,10,14,16,18,14,11,,History|Religion|Insight|Persuasion,"Mace|Crossbow, light",Light*0|Burning Hands*1|Faerie Fire*1
b875b2,Dark Elf,Acolyte,Wizard|Fighter,School of Necromancy|,13,,82,15,8,18,15,20,8,9,,Arcana|History|Religion|Insight|Perception,Quarterstaff,Light*0|Mage Hand*0|Acid Splash*0|Chill Touch*0|Mending*0|Poison Spray*0|Inflict Wounds*1|Mage Armor*1|Ray Of Sickness*1|Thunderwave*1|Jump*1|Charm Person*1|Magic Missile*2|Continual Flame*2|Acid Arrow*2|Alter Self*2|Arcanist's Magic Aura*2|Animate Dead*3|Tiny Hut*3|Vampiric Touch *3|Lightning Bolt*3|Fireball*3|Arcane Eye*4|Black Tentacles *4|Phantasmal Killer*4|Shadow Of Moil*4|Conjure Minor Elementals*4|Wall Of Force*5|Teleportation Circle*5|Geas*5|Cloudkill*5|Circle Of Death*6|Disintegrate *6
3c799c,Dragonborn,Knight,Paladin|Wizard,|School of Conjuration,13,,72,18,16,11,12,18,10,13,lawful neutral,Arcana|History|Religion|Insight|Persuasion,Greatsword ro1ro2|Javelin,Firebolt*0|Prestidigitation*0|Toll The dead *0|Sword Burst*0|Green Flame Blade*0|Absorb Elements*1|Detect Magic (R)*1|Find Familiar (R)*1|Magic Missile *1|Prot. From Good And Evil*1|Shield*1|Tensers Floating Disk (R)*1|Unseen Servant (R)*1|Dragons Breath*2|Magic Weapon*2|Misty Step*2|Scorching Ray*2|Haste*3|Leomunds Tiny Hut (R)*3|Lightning Bolt*3|Phantom Steed (R)*3|Tiny Servant*3|Arcane Eye*4|Conjure Minor Elementals*4|Dimension Door*4|Polymorph*4|Animate Objects*5|Conjure Elemental*5|Farstep*5|Steel Wind Strike*5|Telekinesis*5|Tenser's Transformation*6
d2b9bd,Human,Haunted One,Paladin|Warlock,Oath of Redemption|The Hexblade,13,Resilient|War Caster,120,22,15,10,16,8,8,20,,Athletics|Medicine|Perception|Survival|Persuasion,Javelin|Longsword,Sanctuary*1|Sleep*1|Calm Emotions*2|Hold Person*2|Counterspell*3|Hypnotic Pattern*3
5babf5,Goliath,Clan Crafter,Fighter|Barbarian,Champion|Path of the Berserker,13,,118,19,20,17,17,8,8,8,,Athletics|History|Insight|Perception|Intimidation,Greatsword|Maul|Handaxe|Full Blade,
c71c5a,Human,Clan Crafter,Monk|Barbarian,Way of the Four Elements|Path of the Totem Warrior,13,Alert,87,17,14,18,12,8,16,10,,Athletics|Acrobatics|History|Insight|Perception,Mace|Dart|Unarmed strike,
8dec4d,Human,Acolyte,Paladin|Sorcerer,Oath of Devotion|Draconic Bloodline,12,Polearm Master|Sentinel|War Caster,96,19,20,14,14,10,12,20,,Athletics|Religion|Insight|Intimidation|Persuasion,Net|Greatclub|Lance,Booming Blade*0|Green Flame Blade*0|Fire Bolt*0|Lightning Lure*0|Friends*0|Burning Hands*1|Shield*1|Protection from Evil and Good (Always Prepared)*1|Sanctuary (Always Prepared)*1|All Paladin Spells (Prepare CHA Mod (5) + Half Paladin Level (4/2=2) = 7)*1|Scorching Ray*2|Hold Person*2|Fireball*3|Counterspell*3|Greater Invisibility*4|Polymorph*4|Animate Objects*5|Hold Monster*5
8d74fasda,Goliath,Clan Crafter,Fighter|Barbarian,Champion|Path of the Berserker,12,,110,20,19,16,17,8,8,8,,Athletics|History|Insight|Perception|Intimidation,Greatsword|Maul|Handaxe|Full Blade,
668c23,Half-Orc,Barbarian Tribe Member,Fighter|Barbarian,Champion|Path of the Berserker,12,,133,16,19,15,18,8,8,8,cn,Athletics|Animal Handling|Perception|Survival|Intimidation,Greataxe|Longsword|Handaxe|Greatsword,
75040a,Goblin,Criminal,Rogue|Ranger,Assassin|Beast Conclave,12,,29,16,8,19,14,14,8,16,,Sleight of Hand|Stealth|Investigation|Perception|Survival|Deception|Performance,Rapier|Shortbow|Dagger|Scimitar,Ensnaring Strike*1|Hail Of Thorns*1|Hunters Mark*1|Cure Wounds*1|Corden Of Arrows*2|Pass Without A Trace*2
04c010,Human,Hermit,Barbarian|Bard|Monk,Path of the Totem Warrior|College of Whispers|Way of the Kensei,12,Prodigy,95,17,16,14,14,10,14,14,Neutral Good,Athletics|Stealth|Nature|Religion|Medicine|Perception|Survival|Performance,Longsword|Handaxe|Javelin|Unarmed strike|Sun Blade,Mage Hand*0|Presidgitation*0|Message*0|Cure Wounds*1|Charm Person*1|Comprehend Langauges*1|Identify*1|Pyrotechnics*2|Locate Object*2|Knock*2
49ad07,Minotaur,Acolyte,Wizard|Fighter,School of Necromancy|,12,,78,19,10,15,13,20,10,9,chaotic neutral,Arcana|Investigation|Religion|Insight|Perception,Dagger|Quarterstaff|Battleaxe|Horns|Rapier,Toll The Dead*0|Chill Touch*0|Light*0|Fire Bolt*0|Mage Hand*0|Burning Hands*1|Catapult *1|Chromatic orb*1|Find Familiar*1|Disguise Self*1|Shield*1|Ray Of Sickness*1|False life*1|Magic Missle*1|Thunder Wave*1|Comprehend Languages*1|Sleep*1|Crown Of Maddnes *2|Cloud Of Daggers*2|Earth Bind*2|Enlarge/shrink*2|Blind/desf*2|Misty Step*2|Magic Weapon*2|Scorching Ray*2|Magic Mouth*2|Acid Arrow*2|Skywrite*2|Animate Dead*3|Vampiric Touch*3|Life Transference*3|Flame Arrows *3|Tiny Servent*3|Thunder Step*3|leomunds tiny hut spell*3|Fear*3|Fire Ball*3|Phantom steed*3|Water Breathing *3|Blight*4|Phantasmal killer*4|Wall Of Fire*4|Dimension Door*4|Arcane Eye*4|Enervation*5|Teleportation Circle*5|Arcane Hand*5|Soul Cage*6
d544a5,Minotaur,Sage,Fighter|Wizard,Battle Master|,12,,82,16,20,12,13,15,10,10,chaotic neutral,Arcana|History|Perception|Survival,"Greatsword|Battleaxe|Crossbow, light",Toll The Dead*0|Dancing Lights*0|Sword Burst*0|Absorb Elements*1|Shield*1|Magic Missile*1|Comprehend Languages*1|Find Familiar*1|Healing Elixir*1
cb5042,Dragonborn,Sailor,Fighter|Ranger,Sharpshooter|Hunter Conclave,12,Tough,113,18,15,20,14,10,12,11,,Athletics|Acrobatics|Stealth|History|Perception|Survival,"Longbow|Rapier|Crossbow, light",Hunters Mark*1|Goodberry*1|Cure Wounds*1
b74467,Goliath,Barbarian Tribe Member,Fighter|Barbarian,Champion|Path of the Battlerager,12,Dual Wielder,104,18,18,10,17,8,8,15,,Athletics|Perception|Survival|Intimidation,Battleaxe|Battleaxe|Handaxe,
cfaf95,Wood Elf,Courtier,Wizard|Cleric|Druid,Bladesinging|War Domain|,12,War Caster,64,21,8,18,12,16,14,8,,Arcana|History|Insight|Perception|Performance|Persuasion,Quarterstaff,Divine Favor*1|Shield of Faith*1
245353,Human,Criminal,Fighter|Warlock,Battle Master|The Hexblade,12,Crossbow Expert|Dual Wielder,80,17,10,15,13,10,10,20,,Athletics|Acrobatics|Stealth|Perception|Deception,"Crossbow, Hand|Crossbow, Hand|Handaxe",
6d7fde,Human,Courtier,Fighter|Bard,Purple Dragon Knight|College of Glamour,12,Inspiring Leader|Heavy Armor Master,92,20,16,8,14,10,10,20,,History|Insight|Perception|Deception|Performance|Persuasion,Longsword|Handaxe,
138779,Ghastly Halfling,Criminal,Rogue|Cleric,Assassin|Death Domain,12,,87,15,8,18,14,10,20,10,,Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Persuasion,Rapier|Shortbow|Dagger,False Life*1|Ray of Sickness*1|Blindness/Deafness*2|Ray of Enfeeblement*2|Animate Dead*3|Vampiric Touch*3|Blight*4|Death Ward*4
551a61,Dragonborn,Sailor,Barbarian|Fighter,Path of the Berserker|,11,Sentinel|Mobile,53,24,20,15,16,11,11,12,,Athletics|Perception|Survival|Intimidation,Handaxe|Javelin|Flame Brand,
7bbf25,Wood Elf,Haunted One,Ranger|Rogue,Hunter|Assassin,11,,116,16,11,17,15,10,13,14,,Stealth|Investigation|Animal Handling|Perception|Survival|Deception,Shortsword|Longbow,
8918ef,Half-Elf,Outlander,Fighter|Warlock|Sorcerer,Eldritch Knight|The Fiend|Shadow Magic,11,War Caster|Savage Attacker,87,16,18,10,14,16,5,18,,Athletics|Acrobatics|Stealth|Survival|Deception,"Crossbow, light",
dc8d30,Goliath,Entertainer,Barbarian|Bard,|College of Lore,10,War Caster|Tavern Brawler,89,13,18,10,16,8,8,14,,Athletics|Acrobatics|Sleight of Hand|Perception|Survival|Deception|Intimidation|Performance|Persuasion,Greataxe|Handaxe|Javelin,
247f43,Wood Elf,Acolyte,Ranger|Warlock,Beast Master|The Great Old One,10,,77,15,15,19,15,15,16,17,,Stealth|Nature|Religion|Animal Handling|Insight|Perception|Deception|Persuasion,Dagger|Longbow|Quarterstaff|Dagger,Blade Ward*0|Poison Spray*0|Eldritch Blast*0|Hold Person*1|Mirror Image*1|Scorching Ray*1|Misty Step*2|Dimension Door*4|Greater Invisibility *4
b26722,Dragonborn,Custom,Paladin|Sorcerer,Oath of Ancients|Storm Sorcery,10,Sentinel,91,22,18,12,14,10,10,14,,Athletics|Insight|Perception|Intimidation,"Battleaxe, Silvered|Javelin|Crossbow, light|Military Pick +1",Fire Bolt*0|Thunderclap*0|Bless*1|Cure Wounds*1|Ensnaring Strike (Ancients)*1|Speak w Animals (Ancients)*1|Shield (Sorc)*1|Absorb Elements (XGtE)*1|Moonbeam (Ancients)*2|Misty Step (Ancients)*2
0e278c,Human,Entertainer,Bard|Rogue|Fighter,College of Lore||Purple Dragon Knight,10,Weapon Master|Dual Wielder,97,17,12,20,14,10,11,17,,Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Deception|Intimidation|Performance|Persuasion,Scimitar|Scimitar,Blade Ward*0|Vicious Mockery*0|Charm Person *1|Sleep*1|Disguise Self *1|Cure Wounds*1|Hold Person *2|Invisibility *2
